ncols	100
nrows	103
xllcorner	417958.405121
yllcorner	4513292.473900
cellsize	20.000000
NODATA_value	-9999.000000
1	1	357	359	359	1	0	0	359	359	359	359	359	359	359	359	359	359	359	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	360	360	360	360	360	360	360	360	359	359	359	359	359	359	359	359	360	0	0	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	0	360	360	360	360	360	0	0	0	0	0	360	360	0	0	0	360	359	359	359	359	360	1	1	1	1	1	1	1	2	2	
1	1	357	359	359	1	0	0	359	359	359	359	359	359	359	359	359	359	359	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	360	360	360	360	360	360	360	360	359	359	359	359	359	359	359	359	360	0	0	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	0	360	360	360	360	360	0	0	0	0	0	360	360	0	0	0	360	359	359	359	359	360	1	1	1	1	1	1	1	2	2	
1	1	357	359	359	1	0	0	359	359	359	359	359	359	359	359	359	359	359	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	360	360	360	360	360	360	360	360	359	359	359	359	359	359	359	359	360	0	0	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	0	360	360	360	360	360	0	0	0	0	0	360	360	0	0	0	360	359	359	359	359	360	1	1	1	1	1	1	1	2	2	
1	1	357	359	359	1	0	0	359	359	359	359	359	359	359	359	359	359	359	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	360	360	360	360	360	360	360	360	359	359	359	359	359	359	359	359	360	0	0	1	1	1	1	1	2	2	2	2	2	2	1	1	1	1	1	0	360	360	360	360	360	0	0	0	0	0	360	360	0	0	0	360	359	359	359	359	360	1	1	1	1	1	1	1	2	2	
358	358	356	358	358	1	360	360	358	358	357	357	357	357	357	357	358	358	357	357	357	357	357	357	358	358	358	359	359	359	359	359	359	359	359	359	359	359	360	360	359	359	359	359	359	359	359	359	359	359	360	1	1	1	2	2	2	2	3	4	4	4	3	3	2	2	2	1	1	0	360	360	360	360	360	0	0	0	0	0	0	0	0	0	0	359	359	359	359	359	0	1	1	2	2	2	3	3	3	3	
357	357	357	359	359	0	358	358	355	355	354	353	353	354	354	354	355	355	355	355	355	355	355	355	356	356	357	358	358	358	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	0	2	2	2	3	3	5	5	6	6	6	6	5	5	4	4	2	1	1	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	0	359	359	359	0	0	2	3	3	3	4	4	5	5	5	5	
357	357	357	359	359	0	358	358	355	355	354	353	353	354	354	354	355	355	355	355	355	355	355	355	356	356	357	358	358	358	358	358	358	358	358	359	359	359	359	359	359	359	359	359	359	359	359	359	359	359	0	2	2	2	3	3	5	5	6	6	6	6	5	5	4	4	2	1	1	360	360	360	360	360	360	360	360	360	360	360	360	360	0	0	0	359	359	359	0	0	2	3	3	3	4	4	5	5	5	5	
2	2	3	3	3	360	356	356	352	352	350	349	349	350	350	350	351	351	352	353	353	354	354	354	355	355	356	357	357	358	358	358	358	358	358	358	358	358	358	358	358	358	358	359	359	359	360	360	1	1	2	3	3	4	5	5	7	7	7	8	8	8	6	6	4	4	1	0	0	359	359	359	360	360	360	360	360	359	359	359	360	360	1	1	1	0	0	0	2	2	4	4	4	4	5	5	6	6	7	7	
2	2	3	3	3	360	356	356	352	352	350	349	349	350	350	350	351	351	352	353	353	354	354	354	355	355	356	357	357	358	358	358	358	358	358	358	358	358	358	358	358	358	358	359	359	359	360	360	1	1	2	3	3	4	5	5	7	7	7	8	8	8	6	6	4	4	1	0	0	359	359	359	360	360	360	360	360	359	359	359	360	360	1	1	1	0	0	0	2	2	4	4	4	4	5	5	6	6	7	7	
1	1	8	6	6	1	355	355	351	351	349	347	347	347	347	347	347	347	348	350	350	352	353	353	354	354	355	355	355	357	358	358	358	358	358	358	358	357	357	357	357	357	358	359	359	360	1	1	2	2	3	4	4	5	7	7	8	8	9	9	9	8	7	7	4	4	2	360	360	359	359	359	359	359	359	359	359	358	358	358	359	359	1	1	1	1	1	1	3	3	4	5	5	5	6	6	7	7	8	8	
359	359	13	9	9	1	355	355	351	351	349	347	347	346	344	344	344	344	345	346	346	349	351	351	352	352	353	354	354	355	357	357	358	358	358	358	358	357	357	357	356	356	357	359	359	0	2	2	3	3	4	6	6	7	8	8	9	9	9	9	9	8	7	7	5	5	3	0	0	358	358	358	358	358	358	358	358	357	358	358	360	360	1	1	1	1	2	2	3	3	4	5	5	5	6	6	9	9	10	10	
359	359	13	9	9	1	355	355	351	351	349	347	347	346	344	344	344	344	345	346	346	349	351	351	352	352	353	354	354	355	357	357	358	358	358	358	358	357	357	357	356	356	357	359	359	0	2	2	3	3	4	6	6	7	8	8	9	9	9	9	9	8	7	7	5	5	3	0	0	358	358	358	358	358	358	358	358	357	358	358	360	360	1	1	1	1	2	2	3	3	4	5	5	5	6	6	9	9	10	10	
1	1	16	11	11	2	356	356	352	352	349	347	347	345	344	344	342	342	342	343	343	345	347	347	350	350	351	352	352	354	356	356	357	357	358	359	359	358	356	356	356	356	357	359	359	1	3	3	4	4	5	7	7	7	8	8	8	8	9	9	9	8	7	7	6	6	4	1	1	359	357	357	356	356	356	356	356	357	358	358	360	360	1	1	1	1	2	2	3	3	4	5	5	5	7	7	10	10	12	12	
1	1	17	12	12	4	358	358	353	353	349	347	347	345	343	343	342	342	341	341	341	342	344	344	346	346	348	351	351	353	354	354	356	356	358	359	359	358	356	356	356	356	357	359	359	1	3	3	5	5	6	6	6	7	7	7	7	7	8	8	8	8	7	7	6	6	5	3	3	0	358	358	356	356	356	356	356	357	358	358	359	359	1	1	1	1	2	2	3	3	4	5	5	6	8	8	12	12	14	14	
1	1	17	12	12	4	358	358	353	353	349	347	347	345	343	343	342	342	341	341	341	342	344	344	346	346	348	351	351	353	354	354	356	356	358	359	359	358	356	356	356	356	357	359	359	1	3	3	5	5	6	6	6	7	7	7	7	7	8	8	8	8	7	7	6	6	5	3	3	0	358	358	356	356	356	356	356	357	358	358	359	359	1	1	1	1	2	2	3	3	4	5	5	6	8	8	12	12	14	14	
